Date,Current_over_GDP,Curr Balance/GDP MA3
2002-03-31,-3.66731720484147,
2002-04-30,-3.66605748880557,
2002-05-31,-3.73962459157677,-3.69099976174127
2002-06-30,-3.54476470662109,-3.650148929001143
2002-07-31,-3.04072209541082,-3.4417037978695597
2002-08-31,-2.26549908636764,-2.9503286294665165
2002-09-30,-1.64561198699285,-2.31727772292377
2002-10-31,-1.54906593320482,-1.8200590021884366
2002-11-30,-1.79493903829291,-1.6632056528301933
2002-12-31,-2.27357491938107,-1.8725266302929333
2003-01-31,-2.86726325033558,-2.311925736003187
2003-02-28,-3.50717076566354,-2.88266964512673
2003-03-31,-3.99788093830081,-3.457438318099977
2003-04-30,-3.80236257645214,-3.769138093472163
2003-05-31,-3.13546481854938,-3.6452361111007767
2003-06-30,-2.65459348038427,-3.1974736251285965
2003-07-31,-2.3287282634013,-2.7062621874449833
2003-08-31,-1.99532784616594,-2.3262165299838364
2003-09-30,-1.70182533631061,-2.00862714862595
2003-10-31,-1.41401402284676,-1.7037224017744368
2003-11-30,-1.46021818459296,-1.5253525145834432
2003-12-31,-1.94644839870464,-1.6068935353814533
2004-01-31,-3.17916988664856,-2.1952788233153866
2004-02-29,-5.04164055426685,-3.38908627987335
2004-03-31,-6.6798351387645,-4.966881859893303
2004-04-30,-7.71550527676111,-6.4789936565974875
2004-05-31,-7.82144420754388,-7.405594874356496
2004-06-30,-7.28761653520953,-7.608188673171507
2004-07-31,-6.65274854649991,-7.253936429751107
2004-08-31,-6.23957969850149,-6.72664826007031
2004-09-30,-5.75162850705431,-6.214652250685237
2004-10-31,-5.27070418597705,-5.753970797177616
2004-11-30,-4.75892838229052,-5.260420358440626
2004-12-31,-4.19128124225441,-4.740304603507327
2005-01-31,-3.70926298145678,-4.219824202000571
2005-02-28,-3.07848080131444,-3.659675008341877
2005-03-31,-2.69477611089594,-3.16083996455572
2005-04-30,-2.76196255872164,-2.84507315697734
2005-05-31,-3.03763774944788,-2.8314588063551533
2005-06-30,-3.37662838627196,-3.0587428981471603
2005-07-31,-3.6432804145152,-3.352515516745013
2005-08-31,-3.64082132839594,-3.5535767097277
2005-09-30,-3.5734634499566,-3.6191883976225796
2005-10-31,-3.60147379820733,-3.6052528588532895
2005-11-30,-3.66782341498139,-3.6142535543817735
2005-12-31,-3.49204771442683,-3.58711497587185
2006-01-31,-3.40191493243501,-3.5205953539477437
2006-02-28,-3.50460299824581,-3.466188548369217
2006-03-31,-3.82356282424023,-3.576693584973684
2006-04-30,-4.22674252155975,-3.8516361146819293
2006-05-31,-4.38646419010794,-4.1455898453026405
2006-06-30,-4.72402911257062,-4.445745274746103
2006-07-31,-4.55805030986936,-4.55618120418264
2006-08-31,-4.2152054316513,-4.49909495136376
2006-09-30,-4.37208729160288,-4.38178101104118
2006-10-31,-4.78117205761966,-4.456154926957947
2006-11-30,-5.16679477726951,-4.7733513754973504
2006-12-31,-5.38198787444034,-5.1099849031098366
2007-01-31,-5.63400611829678,-5.3942629233355435
2007-02-28,-5.65046982695581,-5.555487939897643
2007-03-31,-5.92728443650453,-5.7372534605857055
2007-04-30,-6.5422890675659,-6.040014443675413
2007-05-31,-7.31100653015942,-6.593526678076617
2007-06-30,-7.82654787306379,-7.226614490263036
2007-07-31,-7.25974420401877,-7.465766202413993
2007-08-31,-6.7130808596459,-7.266457645576153
2007-09-30,-6.14960319365884,-6.707476085774505
2007-10-31,-6.07738988111661,-6.313357978140449
2007-11-30,-6.27702065866248,-6.168004577812643
2007-12-31,-6.46806260345896,-6.274157714412683
2008-01-31,-6.1913904697641,-6.312157910628514
2008-02-29,-5.75407735725988,-6.137843476827647
2008-03-31,-5.32801206495041,-5.75782663065813
2008-04-30,-5.58101730860493,-5.554368910271741
2008-05-31,-6.30862949959262,-5.739219624382653
2008-06-30,-6.90994558478894,-6.266530797662163
2008-07-31,-6.8939127219004,-6.704162602093987
2008-08-31,-7.32904260739787,-7.044300304695738
2008-09-30,-7.69180512926206,-7.304920152853444
2008-10-31,-8.47739754895074,-7.832748428536891
2008-11-30,-8.48584444410602,-8.21834904077294
2008-12-31,-7.39289845945518,-8.118713484170646
2009-01-31,-5.70988087174572,-7.196207925102307
2009-02-28,-3.67393229237772,-5.59223720785954
2009-03-31,-1.84215255139782,-3.74198857184042
2009-04-30,-1.74580300811608,-2.4206292839638732
2009-05-31,-2.84446284946241,-2.14413946965877
2009-06-30,-4.11388995932057,-2.9013852722996867
2009-07-31,-4.51173809685627,-3.823363635213083
2009-08-31,-4.40620046643381,-4.343942840870216
2009-09-30,-4.34011475911176,-4.419351107467279
2009-10-31,-4.41139996626888,-4.38590506393815
2009-11-30,-4.52843094205601,-4.426648555812217
2009-12-31,-4.81958718182534,-4.5864726967167435
2010-01-31,-5.09691426357597,-4.814977462485774
2010-02-28,-5.36232635047455,-5.092942598625286
2010-03-31,-5.07528396183156,-5.17817485862736
2010-04-30,-4.41891809755757,-4.952176136621226
2010-05-31,-4.16897176205864,-4.554391273815923
2010-06-30,-4.10363452746421,-4.2305081290268065
2010-07-31,-4.44507816928638,-4.23922815293641
2010-08-31,-5.26351584476061,-4.604076180503733
2010-09-30,-6.00030792291122,-5.236300645652737
2010-10-31,-5.8712044548494,-5.7116760741737425
2010-11-30,-5.77177009809274,-5.881094158617787
2010-12-31,-5.59612631000569,-5.746366954315943
2011-01-31,-4.86175227479664,-5.409882894298356
2011-02-28,-4.34110977046469,-4.9329961184223405
2011-03-31,-4.28648076777142,-4.49644760434425
2011-04-30,-4.6165229759971,-4.414704504744403
2011-05-31,-5.36546601112548,-4.756156584964667
2011-06-30,-6.1191523647569,-5.36704711729316
2011-07-31,-6.54869058791996,-6.011102987934113
2011-08-31,-6.66388075371609,-6.4439079021309835
2011-09-30,-6.51347472011876,-6.575348687251602
2011-10-31,-5.3518839647147,-6.176413146183183
2011-11-30,-4.36842716484436,-5.411261949892606
2011-12-31,-4.15156908704148,-4.62396007220018
2012-01-31,-4.78446402547659,-4.434820092454143
2012-02-29,-5.5635659012244,-4.833199671247491
2012-03-31,-6.27869169944425,-5.542240542048414
2012-04-30,-6.01182130331984,-5.95135963466283
2012-05-31,-5.31482377834533,-5.8684455937031395
2012-06-30,-4.54454463871785,-5.290396573461007
2012-07-31,-4.27903072868457,-4.71279971524925
2012-08-31,-4.21657438822664,-4.346716585209687
2012-09-30,-3.95513620763074,-4.1502471081806505
2012-10-31,-3.22032824234274,-3.79734627940004
2012-11-30,-2.43843084240949,-3.2046317641276567
2012-12-31,-1.83161189630524,-2.4967903270191565
2013-01-31,-1.76081680243055,-2.0102865137150934
2013-02-28,-2.07042467795915,-1.8876177922316468
2013-03-31,-2.6046875470933,-2.145309675827667
2013-04-30,-2.991205792128,-2.55543933906015
2013-05-31,-3.21943253044926,-2.938441956556853
2013-06-30,-3.27533742337332,-3.1619919153168596
2013-07-31,-3.12240681101204,-3.2057255882782063
2013-08-31,-2.61457284744907,-3.00410569394481
2013-09-30,-1.89538055183921,-2.5441200701001065
2013-10-31,-1.00140499698307,-1.8371194654237835
2013-11-30,-0.420063304642398,-1.105616284488226
2013-12-31,-0.423429799992236,-0.6149660338725681
2014-01-31,-1.24173390845869,-0.6950756710311081
2014-02-28,-2.62249543968534,-1.4292197160454219
2014-03-31,-3.92112544466063,-2.5951182642682196
2014-04-30,-4.73697872873348,-3.7601998710264835
2014-05-31,-4.94449628058218,-4.53420015132543
2014-06-30,-4.82402174574876,-4.835165585021473
2014-07-31,-4.62188624855874,-4.796801424963227
2014-08-31,-4.24141290047031,-4.56244029825927
2014-09-30,-3.3531764996914,-4.0721585495734836
2014-10-31,-1.97536154612772,-3.189983648763144
2014-11-30,-0.64383740761921,-1.9907918178127766
2014-12-31,0.0647311989687229,-0.8514892515927358
2015-01-31,-0.0926266573581342,-0.2239109553362071
2015-02-28,-0.87346154514294,-0.3004523345107838
2015-03-31,-1.67914566694936,-0.8817446231501448
2015-04-30,-1.95377527782974,-1.5021274966406801
2015-05-31,-1.91097698227695,-1.84796597568535
2015-06-30,-2.1075136584084,-1.9907553061716967
2015-07-31,-2.720577528396,-2.2463560563604497
2015-08-31,-3.22932039677839,-2.685803861194263
2015-09-30,-2.86141280662929,-2.937103577267893
2015-10-31,-1.41493674946815,-2.5018899842919438
2015-11-30,0.246706286258931,-1.343214423279503
2015-12-31,1.14207277506434,-0.008719229381626281
2016-01-31,0.827554580205709,0.7387778805096601
2016-02-29,-0.23732313849907,0.5774347389236597
2016-03-31,-0.902994833734049,-0.10425446400913667
2016-04-30,-0.414349125761801,-0.5182223659983066
2016-05-31,0.391665257675803,-0.308559567273349
2016-06-30,0.330344819690719,0.102553650534907
2016-07-31,-1.30134083974767,-0.19311025412704932
2016-08-31,-3.40476783728816,-1.4585879524483703
2016-09-30,-4.39473149748241,-3.03361339150608
2016-10-31,-3.18560333909367,-3.66170089128808
2016-11-30,-0.992162123621689,-2.85749898673259
2016-12-31,0.783199778358479,-1.131521894785627
2017-01-31,1.27890228702093,0.35664664725257306
2017-02-28,0.728031636955786,0.9300445674450647
2017-03-31,-0.187376579906348,0.6065191146901224
2017-04-30,-1.09720207361651,-0.18551567218902432
2017-05-31,-1.63372565979167,-0.9727681044381763
2017-06-30,-1.92769181003679,-1.5528731811483236
2017-07-31,-1.98292356453825,-1.848113678122237
2017-08-31,-1.84265939327902,-1.9177582559513535
2017-09-30,-1.54353319576624,-1.7897053845278368
2017-10-31,-1.18234999157235,-1.522847526872537
2017-11-30,-0.877542213622506,-1.2011418003203655
2017-12-31,-0.818925378267509,-0.959605861154122
2018-01-31,-1.05204803407902,-0.916171875323012
2018-02-28,-1.42773887609016,-1.09957076281223
2018-03-31,-1.67238285171011,-1.384056587293097
2018-04-30,-1.51930950699592,-1.5398104115987303
2018-05-31,-1.37587874441829,-1.5225237010414403
2018-06-30,-1.57148875764168,-1.4888923363519637
2018-07-31,-2.3946873037905,-1.7806849352834904
2018-08-31,-3.38815066244178,-2.4514422412913204
2018-09-30,-3.69368430916068,-3.1588407584643203
2018-10-31,-3.02711494946478,-3.3696499736890804
2018-11-30,-1.85634402031143,-2.8590477596456303
2018-12-31,-0.928042086362097,-1.9371670187127694
2019-01-31,-0.603061660811641,-1.1291492558283898
2019-02-28,-0.702510594932551,-0.7445381140354299
2019-03-31,-0.865995095535365,-0.7238557837598526
2019-04-30,-0.841858843308578,-0.803454844592165
2019-05-31,-0.786193032108344,-0.8313489903174293
2019-06-30,-0.941722193725825,-0.8565913563809159
2019-07-31,-1.44410239808065,-1.0573392079716066
2019-08-31,-1.90619001717816,-1.430671536328212
2019-09-30,-1.59211091321494,-1.647467776157917
2019-10-31,-0.270363081965276,-1.2562213374527922
2019-11-30,1.23690196817774,-0.20852400900082566
2019-12-31,2.04974620327683,1.0054283631630978
2020-01-31,1.83604729380189,1.7075651550854865
2020-02-29,1.13786453930685,1.6745526787951899
2020-03-31,0.819890544612294,1.2646007925736777
2020-04-30,1.66530853940995,1.207687874443031
2020-05-31,2.94986067152069,1.8116865851809776
2020-06-30,3.44191055452539,2.68569325515201
2020-07-31,2.71866899535969,3.036813407135256
2020-08-31,1.53952885372309,2.566702801202723
2020-09-30,1.25899599926197,1.8390646161149162
2020-10-31,2.27422034317355,1.6909150653862028
2020-11-30,3.58177067419489,2.371662338876803
2020-12-31,3.99850720910609,3.2848327421581764
2021-01-31,3.19236856853573,3.5908821506122366
2021-02-28,1.55797458488193,2.916283454174583
2021-03-31,0.481353151917978,1.7438987684452127
2021-04-30,0.594765433611251,0.8780310568037194
2021-05-31,1.25586456927865,0.7773277182692927
2021-06-30,1.29841025104825,1.04968008464605
2021-07-31,-0.0280408196307195,0.84207800023206
2021-08-31,-2.09262518107633,-0.2740852498862667
2021-09-30,-3.59178295080952,-1.9041496505055235
2021-10-31,-3.80091141052769,-3.1617731808045133
2021-11-30,-3.31827398824847,-3.570322783195227
2021-12-31,-2.84244134832324,-3.3205422490331338
2022-01-31,-2.95266886567089,-3.037794734080867
2022-02-28,-3.40708810071162,-3.0673994382352503
2022-03-31,-3.89194167688296,-3.41723288108849
2022-04-30,-3.41039653485531,-3.56980877081663
2022-05-31,-2.72112840769838,-3.341155539812217
2022-06-30,-2.17672778448688,-2.7694175756801904
2022-07-31,-2.3919097722865,-2.4299219881572536
2022-08-31,-2.78108078729335,-2.44990611468891
2022-09-30,-3.11503073624958,-2.762673765276477
2022-10-31,-2.94304913256661,-2.946386885369847
2022-11-30,-2.0803460057151,-2.7128086248437637
2022-12-31,-0.937320508051983,-1.9869052154445646
2023-01-31,0.543850821598818,-0.8246052307227553
2023-02-28,2.09102435784066,0.5658515571291648
2023-03-31,2.99585056596455,1.8769085818013422
2023-04-30,2.83803776245961,2.6416375620882726
2023-05-31,1.94825256440181,2.594046964275323
2023-06-30,0.669551577662186,1.818613968174535
