Date,Term_Premium,Risk_Premium,Stock_Prices_mom%_change,Stock_Prices_mom24mma%_change,Stock_Market_Volatility,Current_Account_Balance_change_yryr%,Current_Account_Balance_over_GDP,One-Day_Repo_Rate_AVG,One-Day_Repo_Rate_EOP,Policy_Rate_&_Fed_Funds_Rate_Differential_AVG,Policy_Rate_&_Fed_Funds_Rate_Differential_EOP,Broad_Money_mo12m%_change,Velocity_of_Money_mo12m%_change,Portfolio_Flows,Foreign_Exchange_Reserve_change_yryr%,Foreign_Exchange_Reserve_over_GDP,CPI yryrl,Bank Lending yryr%,Bank_Lending_mo12m%_change
1995-01,,,,,,70.6785793398804,,,,,,,,,,,,,
1995-02,,,,,,59.8504582730342,,,,,,,,,,,,,
1995-03,,,,,,56.6882148184983,,,,,,,,,,,,,
1995-04,,,,,,77.6673866090713,,,,,,,,,,,,,
1995-05,,,,,,-43.0259146341463,,,,,,,,,,,,,
1995-06,,,,,,-14.3747708104144,,,,,,,,,,,,,
1995-07,,,,,,-26.6751918158568,,,,,,,,,,,,,
1995-08,,,,,,-45.4649542965097,,,,,,,,,,,,,
1995-09,,,,,,-71.2921457805496,,,,,,,,,,,,,
1995-10,,,,,,-117.617052286391,,,,,,,,,,,,,
1995-11,,,,,,-262.044173472909,,,,,,,,,,,,,
1995-12,,,,,,725.438596491228,,,,,,,,,,,,,
1996-01,,,,,,24.8712956954359,,,,,,,,,,,,,
1996-02,,,,,,-69.8041464224281,,,,,,,,,,,,,
1996-03,,,,,,-117.454776261504,,,,,,,,,,,,,
1996-04,,,,,,-165.299051787017,,,,,,,,,,,,,
1996-05,,,,,,54.2697881828316,,,,,,,,,,,,,
1996-06,,,,,,-104.839400428266,,,,,,,,,,,,,
1996-07,,,,,,-127.545422836668,,,,,,,,,,,,,
1996-08,,,,,,-151.833578276996,,,,,,,,,,,,,
1996-09,,,,,,-225.797691785472,,,,,,,,,,,,,
1996-10,,,,,,183.690353080219,,,,,,,,,,,,,
1996-11,,,,,,-41.866325914883,,,,,,,,,,,,,
1996-12,,,,,,-73.9638682252922,,,,,,,,,,,,,
1997-01,,,,,,-102.570676274945,,,,,,,,,,,,,
1997-02,,,,,,-221.217269638217,,,,,,,,,,,,,
1997-03,,,,,,265.454545454545,,,,,,,,,,,,,
1997-04,,,,,,122.423903937448,,,,,,,,,,,5.226074662967687,19.56033528,-14.334260617032314
1997-05,,,,,,237.895649660356,,,,,,,,,,,4.758984045001538,19.65907318,-14.900089134998462
1997-06,,,,,,-1887.61061946903,,,,,,,,,,,4.647031014959566,18.1353143,-13.488283285040437
1997-07,,,,,,-278.128237596408,,,,,,,,,,,3.5506415702221448,17.38175249,-13.831110919777856
1997-08,,,,,,-146.027138324445,,,,,,,,,,,3.714554735072518,13.96795333,-10.253398594927482
1997-09,,,,,,-53.804641122504,,,,,,,,,,,3.617687971577877,11.38516106,-7.767473088422123
1997-10,,,,,,60.558246107379,,,,,,,,,,,3.87973897184044,11.72562347,-7.8458844981595615
1997-11,,,,,,235.333984613506,,,,,,,,,,,3.853893117737476,11.92542407,-8.071530952262524
1997-12,,,,,,625.816326530612,,,,,,,,,,,3.908331381057772,11.08578939,-7.177458008942228
1998-01,,,,,,-10226.0107816712,,,,,,,,,,,3.686848980532973,10.99394273,-7.307093749467027
1998-02,,,,,,-701.780855800148,,,,,,,,,,,3.714843352195029,11.42482879,-7.709985437804971
1998-03,,,,,,-468.009950248756,,,,,,,,,,,3.3365493125300136,10.71003703,-7.373487717469986
1998-04,,,,,,-450.508474576271,,,,,,,,,,,3.52715741162108,10.75292997,-7.22577255837892
1998-05,,,,,,-502.549296377091,,,,,,,,,,,3.793420210656305,10.74527804,-6.951857829343696
1998-06,,,,,,-566.534653465347,,,,,,,,,,,4.003109038201645,13.26705609,-9.263947051798356
1998-07,,,,,,-598.003101977511,,,,,,,,,,,4.180244012634386,13.22777546,-9.047531447365614
1998-08,,,,,,-847.21325902024,,,,,,,,,,,4.255961444796255,16.94120932,-12.685247875203745
1998-09,,,,,,255.257009345794,,,,,,,,,,,4.586341675283643,19.16778164,-14.581439964716358
1998-10,,,,,,-15.8050077841204,,,,,,,,,,,4.308358610498651,18.73314662,-14.424788009501349
1998-11,,,,,,-38.9632381056427,,,,,,,,,,,3.694351518961177,18.20756044,-14.513208921038824
1998-12,,,,,,-36.0185575706453,,,,,,,,,,,3.5122135060613258,18.86712899,-15.354915483938676
1999-01,,,,,,-25.1986424436015,,,,,,,,,,,3.7641205233312616,18.48287153,-14.71875100666874
1999-02,,,,,,-14.9212220852171,,,,,,,,,,,3.6685336415634975,18.37790096,-14.709367318436504
1999-03,,,,,,-16.9392997161011,,,,,,,,,,,3.7477152784921977,19.04063362,-15.292918341507804
1999-04,,,,,,-36.2155837333142,,,,,,,,,,,3.207904018007252,19.22796708,-16.020063061992747
1999-05,,,,,,-54.4702057123427,,,,,,,,,,,2.758795654603989,18.74838102,-15.98958536539601
1999-06,,,,,,-62.839558573854,,,,,,,,,,,2.8364600340000767,18.41977027,-15.583310235999924
1999-07,,,,,,-55.3898859345194,,,,,,,,,,,2.834023931852803,18.61854079,-15.784516858147198
1999-08,,,,,,-26.9800765531455,,,,,,,,,,,2.824321228098988,18.2335988,-15.409277571901011
1999-09,,,,,,24.3012167050312,,,,,,,,,,,2.3851215788509927,17.89234949,-15.507227911149007
1999-10,,,,,,25.994838013791,,,,,,,,,,,2.296995923569563,17.16815421,-14.871158286430438
1999-11,,,,,,-21.7021657419008,,,,,,,,,,,2.977676392306436,16.4645192,-13.486842807693566
1999-12,,,,,,-44.2979564930785,,,,,,,,,,,3.1425091193818715,15.65803893,-12.515529810618128
2000-01,,,,,,-39.6658481904559,,,,,,,,,,,2.879115039068932,15.01392262,-12.134807580931067
2000-02,,,,,,-27.8233143850948,,,,,,,,,,,2.9575455209679014,14.24300585,-11.285460329032098
2000-03,,,,,,-21.5494791666667,,,,,,,,-60.0,,,2.9500664435070023,13.01929084,-10.069224396493
2000-04,,,,,,-28.4789038223953,,,,,,,,-60.0,,,2.859740714254429,12.400577,-9.540836285745572
2000-05,,,,,,-50.7689794394268,,,,,,,,-60.0,,,2.767472216614604,11.42950631,-8.662034093385397
2000-06,,,,,,-85.8081096516276,,,,,,,,49.0,,,2.5105921117853285,11.09233241,-8.58174029821467
2000-07,,,,,,-105.974925095267,,,,,,,,49.0,,,2.7559155444898344,8.1707169,-5.414801355510166
2000-08,,,,,,-101.881720430108,,,,,,,,49.0,,,2.582400900293331,7.70073993,-5.11833902970667
2000-09,,,,,,-81.0846560846561,,,,,,,,287.0,,,2.4938948393557507,7.67842517,-5.1845303306442485
2000-10,,,,,,-44.6418197939279,,,,,,,,287.0,,,2.491823279475546,7.39745396,-4.905630680524454
2000-11,,,,,,3.06701718291613,,,,,,,,287.0,,,2.319905202777629,7.37537086,-5.055465657222372
2000-12,,,,,,6.90335305719921,,,,,,,,-6.0,,,2.2324201141272444,6.53062532,-4.2982052058727565
2001-01,,,4.401039483611367,,,-57.3122179952225,,,,,,,,-6.0,,,2.5547330921885023,6.22824143,-3.6735083378114974
2001-02,,,-12.270488731866608,,-25.79189951350225,-108.239441333304,,,,,,,,-6.0,,,2.3046287506474363,6.21652907,-3.911900319352564
2001-03,,,-8.82160018305239,,-39.432084406326894,-134.107883817427,,,,,,,,7.0,,,2.1364822512005675,6.44291387,-4.306431618799433
2001-04,,,4.600816435789333,,-31.84767806245388,-152.454983249581,,,,,,,,7.0,,,2.29518271803094,6.24170046,-3.94651774196906
2001-05,,,2.722241770896641,,-15.755925826328063,-181.270443232994,,,,,,,,7.0,,,2.127739840412694,6.39749066,-4.269750819587306
2001-06,,,-7.621761335326364,,-21.45191915996901,-391.146881287726,,,,,,,,-27.0,,,2.206873381463569,6.47999118,-4.273117798536431
2001-07,,,-8.056768190935285,,-20.9368072299788,710.662122687439,,,,,,,,-27.0,,,2.1996813601924234,9.27539354,-7.075712179807576
2001-08,,,13.765605235659686,,-28.25210933150571,2641.28571428571,,,,,,,,-27.0,,,2.1156199920934977,10.44194456,-8.326324567906502
2001-09,,,-8.4114860291985,,-35.80153706790172,-307.972027972028,,,,,,,,1330.0,,,2.112182500741755,10.5329259,-8.420743399258246
2001-10,,,-2.809739962701015,,-37.56603204238149,-102.264442726168,,,,,,,,1330.0,,,2.270981624583796,9.94127828,-7.670296655416204
2001-11,,,-9.670353541753402,,-20.6317898405194,-41.264971166642,-0.0199776446100731,,,,,,,1330.0,,,2.187207480592801,9.776273,-7.589065519407199
2001-12,,,-1.7916190705224548,,-25.40066911428455,-22.9520295202952,-0.5504942132831855,,,,,,,-66.0,,,2.4233819165639723,10.74077257,-8.317390653436028
2002-01,,,-8.576675849403127,,-10.801150055885175,-53.2366148531952,-0.665183391895354,,,,,,,-66.0,,,2.411692447473798,11.23434735,-8.822654902526203
2002-02,,,9.57769742422214,,-23.81896102260796,368.616301110208,-0.1561989626526109,,,,,,,-66.0,,,2.570422639507828,10.64781637,-8.077393730492172
2002-03,,,-0.4481290611696145,,-15.38810136265748,118.491484184915,0.7468119889007324,,,,,,,-97.0,,,2.72671263181876,10.61696962,-7.890256988181241
2002-04,,,-2.9955189982198847,,-12.02794346295445,116.64504540465,1.5652651469706154,,,,,,,-97.0,,,2.402037019827343,10.58817115,-8.186134130172658
2002-05,,,0.7023982788078299,,-10.216111047372426,134.151889874008,1.9506599486381864,,,,,,,-97.0,,,2.715821867910285,10.76277813,-8.046956262089715
2002-06,,,-1.120606593774878,,-7.3173714107587315,117.760884588804,1.8835211921331367,,,,,,,-168.0,,,2.7114898826313065,10.19961072,-7.488120837368694
2002-07,,,-1.0994132226152895,,-8.692388797334605,36.6764758873341,1.52183674098215,,,,,,,-168.0,,,2.545881332506964,9.10834802,-6.562466687493036
2002-08,,,1.8570082248115185,,-10.63952019208226,-21.2673927771119,1.074763896314311,,,,,,,-168.0,,,2.6223195090161253,7.65962951,-5.037310000983875
2002-09,,,1.78530123015456,,-2.596916612510656,-33.422999327505,0.6996556204704211,,,,,,,-288.0,,,2.930902862352672,7.16111816,-4.230215297647328
2002-10,,,0.3677382034542543,,-3.7260842839944175,1860.0,0.4624205059917716,,,,,,,-288.0,,,2.768069183170216,6.20799315,-3.439923966829784
2002-11,,,1.5870075336544356,,-4.155763018194466,-161.180691044119,0.38448813449471,,,,,,,-288.0,,,3.0771658666753687,5.92264636,-2.845480493324631
2002-12,,,-0.1377829108666038,0.902243939350022,-12.82660256667703,-171.98275862069,0.468574745899788,,,,,,,-119.0,,,2.9101542471509987,3.7679405,-0.8577862528490012
2003-01,,,16.652125393121626,1.070690124768276,-8.218077405761244,-460.65888609839,0.7228784526577007,,,,,,-0.0749072356215212,-119.0,,,2.8964842872888314,6.22527932,-3.328795032711169
2003-02,,,-3.979684129965908,1.0420133435366898,-53.56637618271232,116.601178781925,1.252598711198515,,,,,,-0.0782698249227601,-119.0,,,3.045920753170851,6.88912479,-3.843204036829149
2003-03,,,2.0813709151510777,1.072432096396395,-28.926911635419582,45.2115812917595,1.9910346592918469,,,,,,-0.0813294010889292,-72.0,,,3.498219118109568,7.32822682,-3.830007701890432
2003-04,,,13.919400919205732,1.225029358984247,-38.487746424420656,64.18010133579,2.9875323084287277,,,,,,-0.0831834532374099,-72.0,,,3.87946243134,7.83278528,-3.953322848660001
2003-05,,,15.563032540461386,1.413798196258165,-40.96288443360408,130.52337892036,4.133321873620567,,,,,,-0.0850407578761842,-72.0,,,3.8644684973207353,7.30301234,-3.438543842679265
2003-06,,,4.5816034938264965,1.466966453591062,-36.916292981117664,272.008886067915,5.442854573668407,,,,,,-0.0971793507184674,73.0,,,3.934174919350879,6.99814731,-3.063972390649121
2003-07,,,-4.817817417866395,1.3764915300045666,-36.87886033065578,523.231391159153,6.71024087448393,,,,,,-0.0926339285714285,73.0,,,4.305046010933759,7.37253455,-3.0674885390662414
2003-08,,,12.644720984712048,1.527647019214877,-36.24231876807024,948.01429706116,7.664636845041624,,,,,,-0.1156215621562156,73.0,,,4.74969492797841,7.27348499,-2.5237900620215896
2003-09,,,16.794691478235787,1.7558238387148513,-45.51322741347809,1454.44444444444,7.982608539945176,,,,,,-0.1156898988800695,4.0,,,4.963389926770242,7.28328965,-2.3198997232297582
2003-10,,,10.302805739105375,1.879655322858941,-70.35481880548929,1435.91338974614,7.43449277363624,,,,,,-0.0800270513976553,4.0,,,5.563900115578627,8.27636673,-2.7124666144213725
2003-11,,,3.083009853687664,1.866764299997184,-50.9946499308692,726.201008126736,6.056968481795501,,,,,,-0.0855263157894737,4.0,,,5.8486136414994485,8.14587835,-2.297264708500552
2003-12,,,4.597545079296108,1.8727206549198332,-23.573079363275426,215.635395874917,4.31163001186093,,,,,,-0.0876066009524864,-23.0,,,6.20180559007811,9.08023542,-2.878429829921889
2004-01,,,17.459822935327256,2.1050963584699227,-72.56196597821672,54.7372301642567,2.8960586065243668,,,,,,-0.0574863387978142,-23.0,,,7.63943718130944,5.92389827,1.7155389113094408
2004-02,,,-1.7417443967994417,1.9536367370780972,-93.41407173322136,20.3094571161798,2.2825624805488265,,,,,,-0.0509339704604691,-23.0,,,9.35809305142286,4.97402379,4.3840692614228605
2004-03,,,4.488534964982539,1.9414649551373744,-36.6881812996394,6.2883435582822,2.3765954656443804,,,,,,-0.0451640853460414,19.0,,,10.339518903802547,4.15210908,6.187409823802548
2004-04,,,10.173091827654504,2.0322337784538576,-47.304709838119805,-13.8622750291077,2.73802855032594,,,,,,-0.0429263044647661,19.0,,,11.524478315064083,3.84470636,7.6797719550640835
2004-05,,,-8.013079388238971,1.7660274012574106,-70.10378813310176,-26.6017570970077,3.0938153019562566,,,,,,-0.0444210526315788,19.0,,,11.222352859623106,4.17914229,7.043210569623106
2004-06,,,2.028012632592646,1.7181543647169766,-47.78459996782107,-27.4611840982768,3.556086309090464,,,,,,-0.0170537769407824,-225.0,,,11.072775716325028,4.03131487,7.041460846325028
2004-07,,,9.46795663700846,1.794452916534924,-48.88433322411256,-18.3685268093207,4.368968802213726,,,,,,0.011172553887823,-225.0,,,11.317473256403062,3.85303151,7.464441746403062
2004-08,,,11.105827754108343,1.89404484682162,-65.88065781983997,-8.46185910796165,5.456551220097737,,,,,,0.0123621784163046,-225.0,,,10.56175520411447,3.67172516,6.890030044114472
2004-09,,,19.250763217210185,2.135845479503856,-136.52463284027678,-3.69744622782508,6.287888300071884,,,,,,0.1381017200841479,39.0,,,11.256851806022157,3.39581144,7.861040366022157
2004-10,,,9.869318263382794,2.196443945587776,-122.40406684703176,-8.00398619415682,6.1724984849478135,,,,,,0.0799756542909311,39.0,,,11.862798711766844,3.33913763,8.523661081766845
2004-11,,,2.869698527041971,2.107416263673513,-112.91462728086294,-20.7906368673349,4.941263406799544,,,,,,0.0776255707762557,39.0,,,11.038565186516095,4.06101494,6.977550246516096
2004-12,,,8.723300662588116,2.1424361267752023,-71.40387896640199,-26.2858347386172,3.26607092227878,,,,,,0.0759056244041945,83.0,,,10.752844783375757,3.90817285,6.844671933375757
2005-01,,,36.6045039116196,2.729751496971041,-156.3908210249435,28.6186997035155,2.26854132409357,,,,,12.761698347852011,0.0873440285204991,83.0,,,8.979499911621467,2.37340581,6.606094101621467
2005-02,,,11.469816048506411,2.778606291274554,-358.6747377901102,81.9193755820657,2.483657963733126,,,,,13.132878874637704,0.0838041431261771,83.0,,0.6587393824747044,6.512272545699199,1.73337159,4.778900955699199
2005-03,,,0.1915429565128501,2.532154384997331,-360.6748573808523,79.4733044733045,3.3716052052178065,,,,,14.013594596036722,0.0754804892253933,461.0,,0.6799696968389685,5.379665835564168,1.79215502,3.587510815564168
2005-04,,,6.866793947685452,2.481845348136743,-224.2546751081013,33.6503542056836,3.833275550133757,,,,,14.4727477930923,0.0712227728477584,461.0,,0.700900951609742,4.5011605829348005,3.42191543,1.0792451529348006
2005-05,,,2.4474129839235577,2.337893487297104,-192.5135472168785,-35.2389505609375,3.265032825928444,,,,,13.36394134291588,0.0815118397085609,461.0,,0.7181133082753656,4.957081176574501,3.91288049,1.0442006865745013
2005-06,,,12.5734961555857,2.4356249735972826,-189.291986207046,-90.1328942726097,1.943178387519912,,,,,13.488979482752406,0.0798779798892779,249.0,,0.7311212200545468,4.581431213929159,4.04997991,0.5314513039291588
2005-07,,,0.2456167963783033,2.2499604904758805,-254.6638454398807,-102.935689485412,0.7088928532845653,,,,,14.59459384297867,0.1017033445231877,249.0,,0.7392939423402138,4.206282437238638,4.19186139,0.0144210472386383
2005-08,,,-0.5177129729863816,2.073575472569823,-89.462549293153,-97.3132969034608,0.1233322828822156,,,,,14.64149551036151,0.1014474975466144,249.0,,0.7379790050381659,4.599578734215829,4.41301082,0.1865679142158285
2005-09,,,13.733267434471466,2.2010296935266886,-180.37501194269285,-85.9919028340081,0.2643576865990473,,,,,14.220735055895815,-0.0127061698228466,2579.0,,0.7363218817719055,3.692962908491008,4.28491613,-0.5919532215089927
2005-10,,,2.652836155551254,2.100924982179542,-243.97261938555428,-66.3460945687689,0.789782041779837,9.0,9.0,4.98,4.98,12.698150226057356,-0.0572641725958227,2579.0,,0.734435275261598,2.967530030974979,4.25360111,-1.286071079025021
2005-11,,,-1.271239952544158,1.9369785209103452,-204.0399860686161,-10.8650203561941,1.4653865926828131,9.0,9.0,4.97,4.97,11.68091494025141,-0.0490229688035653,2579.0,,0.7449331847468758,3.2728530622081564,3.5701068,-0.2972537377918436
2005-12,,,13.946240046121131,2.073099763029907,-192.39573202484425,117.929653989134,2.19623810785193,8.774193548387096,8.75,4.684193548387096,4.66,11.4893543447633,-0.0472297910990009,239.0,53.83848825362356,0.7686974406846976,3.084923141548605,4.37149276,-1.2865696184513946
2006-01,,,25.38444511202112,2.4279374507267564,-509.3116292436619,98.8474283244489,2.966886079687597,8.588709677419354,8.25,4.118709677419354,3.78,12.595978310270027,-0.0564027808925768,239.0,40.4690782115285,0.7886997641413641,3.34928014820352,3.45918258,-0.1099024317964798
2006-02,,,-10.575156459050785,2.003210599332669,-678.8736248439211,28.4464054996221,3.583209392999674,8.25,8.25,3.73,3.73,12.699284173551138,-0.0572569906790947,239.0,36.54256764625956,0.8042624061859408,3.905723825352645,5.16959481,-1.2638709846473557
2006-03,,,-4.568106312292368,1.790367687397756,-450.96752760201167,-8.35175879396985,3.730377917904477,8.25,8.25,3.25,3.25,11.571823727334474,-0.0478039041703639,30.0,32.75022911351644,0.8028446286094447,3.612940150763099,5.54772247,-1.9347823192369007
2006-04,,,-1.9785419077044872,1.6567983149902596,-297.1793618987588,-43.6516059852805,3.049660447773767,8.066666666666666,8.0,3.206666666666666,3.14,12.7347178665135,-0.0635657241528166,30.0,31.75746543056577,0.8054556312947305,4.325104199431495,4.39467229,-0.0695680905685049
2006-05,,,-19.14675196835557,1.2720825093704724,-370.5879982678963,-99.0065246550117,1.7127529503031151,8.0,8.0,2.95,2.95,12.461407246559723,-0.0549757934373318,30.0,29.41058006124613,0.8015844568269689,5.195657436874191,4.13734826,1.0583091768741903
2006-06,,,-11.014865099178346,1.089424791966691,-533.3205894893423,-254.588796185936,0.4223048055943795,8.0,8.0,2.95,2.95,13.445550506519403,-0.0633862433862433,-84.0,19.790480790239307,0.7786745814467517,7.002034345679712,5.14154999,1.860484355679712
2006-07,,,18.891715101052213,1.2554517518783392,-321.269402890278,-939.30567814063,0.1718342274390398,8.0,8.0,2.6900000000000004,2.6900000000000004,11.94712483133852,-0.0568714821763602,-84.0,14.30378918435462,0.7438258322838114,8.045493039038409,4.44316271,3.6023303290384083
2006-08,,,9.839032574139482,1.328787554420098,-341.30835274121074,2312.68618387262,1.1665359440256553,8.0,8.0,2.6900000000000004,2.6900000000000004,12.069606607741198,-0.0563722653084847,-84.0,22.36141476362976,0.7237481768894728,8.502106429738884,5.60708986,2.895016569738884
2006-09,,,3.404275801211348,1.321431549307326,-209.72780947650512,541.955684007707,2.6904952321942446,8.0,8.0,2.66,2.66,13.0259464425871,0.0262036108324973,38.0,19.623933370803726,0.7200482582887466,9.125652027155237,6.27995469,2.8456973371552365
2006-10,,,2.5541006651740155,1.306569742272219,-147.61170151573148,199.882239028603,3.542866037981147,8.0,8.0,2.6900000000000004,2.6900000000000004,13.958981026863936,0.0800694100148733,38.0,21.473323120301725,0.7297334895453478,11.171130662640238,7.57376451,3.5973661526402374
2006-11,,,-0.738326721678062,1.2524260631773865,-120.28346190295252,18.940128736443,3.237464860627844,8.433333333333334,8.5,3.123333333333334,3.1900000000000004,13.185767772068276,0.0876211782252052,38.0,24.24930238201157,0.738022500811506,11.46670749781259,8.87285118,2.593856317812591
2006-12,,,6.289991677768057,1.288181686423418,-130.7882640811102,-47.5921795040021,2.2817191391556806,8.620967741935484,8.75,3.450967741935484,3.58,15.00211257635944,0.0693213548622071,19.0,17.9177422629579,0.7510713109428094,11.6671306803693,8.71152497,2.9556057103693014
2007-01,,,-4.267639504919393,1.1927620190251491,-207.8834403758065,-36.6354772600244,1.750000782308574,8.75,8.75,3.42,3.42,12.719250537913,0.0910203082945928,19.0,24.559274058465675,0.7751294349608564,11.727624059078911,9.54290737,2.184716689078911
2007-02,,,7.328698689747011,1.2506811376739229,-232.92813624146387,-4.58531030556082,2.1021140546292405,8.75,8.75,3.34,3.34,13.031027504352824,0.0880115900036219,19.0,23.863205580196368,0.7941116463750829,11.880473576525016,8.55533032,3.325143256525017
2007-03,,,0.3745956070151434,1.2263367667280478,-212.95352686397172,22.1515517052308,2.8401944999273407,8.75,8.75,3.45,3.45,14.037059622394338,0.0780820279803898,172.0,21.611989868505145,0.8101995326509542,12.05170725468376,8.68522256,3.366484694683761
2007-04,,,3.2855017450187014,1.2378339570763004,-97.82497705607992,45.4999567511461,2.8924840254798307,8.75,8.75,3.46,3.46,13.408228139240151,0.0923022515619473,172.0,20.950851621580814,0.8140235774205283,11.049431512936485,9.35325599,1.6961755229364854
2007-05,,,4.596543707148047,1.266234210703584,-131.29785351326996,-661.327231121281,1.820893914597144,8.75,8.75,3.47,3.47,17.89737010995352,0.0439128481581311,172.0,25.51171731966313,0.8200159602422131,9.559195828285835,11.1602141,-1.601018271714164
2007-06,,,0.4346410318123195,1.242376758943487,-137.52204763138576,344.872783346184,0.0971057149107939,8.75,8.75,3.4400000000000004,3.4400000000000004,18.281188513292275,0.0427010923535254,-1165.0,33.64324044119764,0.8248824812206048,8.12020353933828,9.16704985,-1.046846310661719
2007-07,,,5.649460491580598,1.2871639126759251,-262.3476346607055,-323.436623667975,-1.1929829756581694,8.75,8.75,3.47,3.47,18.516291290220465,0.0762241292276629,-1165.0,37.68607580442003,0.8239338450274846,7.734059872466224,10.94654087,-3.212480997533776
2007-08,,,-6.007581041331835,1.1836280195118374,-273.1071580935304,-141.229377328366,-1.5126517213991997,8.75,8.75,3.79,3.79,17.826806708145458,0.0806855141356016,-1165.0,25.97271612774208,0.8035805866119063,8.143251068053816,10.53948057,-2.396229501946184
2007-09,,,12.115803777792395,1.3027122469621526,-326.3125250085585,-109.859683349591,-1.055039474997901,8.75,8.75,4.17,4.17,16.9635792184872,-0.0095616540419718,-1430.0,23.894137948709183,0.7762705329628491,8.424004038132757,10.54172323,-2.117719191867243
2007-10,,,8.092248688393648,1.380436771208108,-332.52116071695,-108.454194809501,-0.5370147854522129,8.75,8.75,4.15,4.15,17.021407271630117,-0.0098183603338241,-1430.0,27.53108869075551,0.7576223646461934,6.753714576555699,9.94373882,-3.1900242434443014
2007-11,,,3.522787050387288,1.3968230401489687,-270.69635295678654,-125.411817036103,-0.3338517303817149,8.75,8.75,4.09,4.09,19.840195327795367,-0.0330489123903377,-1430.0,27.773460544785067,0.7589378678493187,6.187560371806752,10.71392987,-4.526369498193247
2007-12,,,8.517663613696392,1.4788707270417476,-302.8725704655846,-140.635953930896,-0.3565456769022322,8.75,8.75,5.69,5.69,19.114248817707804,-0.0262442369074359,-304.0,26.81007022592825,0.7683588463587139,6.304991371111206,11.00149738,-4.696506008888794
2008-01,,,-2.1960730785782427,1.4115593378514613,-404.6460586129024,-89.2190333066532,-0.2217353894907135,8.75,8.75,5.529999999999999,5.529999999999999,21.44752890320307,0.0111331024245422,-304.0,25.408983009226247,0.7819705695913285,10.02343995457706,13.16249856,-3.139058605422939
2008-02,,,9.857957794391575,1.5298864736618254,-401.96294407425887,-59.1070931296495,0.2578668984349251,8.922413793103448,9.0,5.912413793103449,5.99,22.11587852512337,0.0055845574845211,-304.0,25.41824316828048,0.792573010463734,11.376608963178242,13.33813648,-1.9615275168217567
2008-03,,,0.1955852604406983,1.4971495197899023,-504.6019513634556,-37.7771792800072,0.9581883409547772,9.129032258064516,9.5,6.619032258064516,6.99,23.9260354661503,-0.0090058063751629,383.0,27.602382696681783,0.8069004419691844,13.418992574398288,15.17131446,-1.752321885601711
2008-04,,,3.778424249254679,1.5155126471286444,-280.0928855232715,22.1356914616928,1.5724130468125703,9.5,9.5,7.13,7.13,22.726980567242038,-0.0005890669180017584,383.0,27.50834033088987,0.8153959245611061,15.233474630327937,14.21276547,1.020709160327936
2008-05,,,-6.186564131367133,1.3835596819567708,-446.3835601345708,-3175.70322054627,1.837743666790124,9.838709677419354,10.0,7.858709677419354,8.02,17.13217058230102,0.0472829922371208,383.0,24.2307215427142,0.8182472990766967,18.08621590576037,11.71253376,6.37368214576037
2008-06,,,-11.124294924724136,1.1941987557594191,-392.3064009608906,-184.73136915078,1.6507228779943504,10.066666666666666,10.5,7.596666666666666,8.03,15.498498405317187,0.0597521047708138,-23.0,23.20038788227057,0.8123602811060541,18.39951555459633,13.47831495,4.921200604596331
2008-07,,,-5.862151073338707,1.096140211672994,-493.58002325938605,-109.593360735465,1.0260198728514678,10.5,10.5,8.41,8.41,15.355654081130712,0.1225386032015865,-23.0,16.515061733528768,0.780263835713923,19.977665956749828,13.70482433,6.272841626749829
2008-08,,,-8.665155509723624,0.9837860893165162,-501.2927758593287,20.1703885374984,0.1081307443601961,10.85483870967742,11.0,8.91483870967742,9.06,15.231052792344558,0.0641640042598508,-23.0,15.527487317527688,0.7338119650076204,21.226054565508285,14.67758285,6.548471715508285
2008-09,,,-16.455294713570883,0.8131562293839958,-504.784918467622,635.159817351598,-0.9098102623434072,11.166666666666666,11.5,9.136666666666668,9.47,14.07022361837824,0.0766042780748662,-3485.0,14.754047494276978,0.6886574145833227,19.469469285709582,16.12323668,3.346232605709581
2008-10,,,-33.189642960352224,0.5416756714643973,-909.3953502830216,1273.77167630058,-1.8648619670118147,11.5,11.5,11.28,11.28,13.129667399948303,0.0856762158560959,-3485.0,6.541801229380284,0.668401392661356,18.428629210354163,16.12034649,2.308282720354164
